,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
4502,"iPhone XS Max camera test. The lighting in this bar is terrible, but my iPhone did a great job at capturing this ph… https://t.co/J3WP6kBX5k",1043371423186776064,"iPhone XS Max camera test. The lighting in this bar is terrible, but my iPhone did a great job at capturing this ph… https://t.co/J3WP6kBX5k","['iPhone', 'XS', 'Max', 'camera', 'test', '.', 'The', 'lighting', 'in', 'this', 'bar', 'is', 'terrible', ',', 'but', 'my', 'iPhone', 'did', 'a', 'great', 'job', 'at', 'capturing', 'this', 'ph…', 'https', ':', '//t.co/J3WP6kBX5k']","['iphone', 'xs', 'max', 'camera', 'test', '.', 'the', 'lighting', 'in', 'this', 'bar', 'is', 'terrible', ',', 'but', 'my', 'iphone', 'did', 'a', 'great', 'job', 'at', 'capturing', 'this', 'ph…', 'https', ':', '//t.co/j3wp6kbx5k']","['iphone', 'xs', 'max', 'camera', 'test', 'the', 'lighting', 'in', 'this', 'bar', 'is', 'terrible', 'but', 'my', 'iphone', 'did', 'a', 'great', 'job', 'at', 'capturing', 'this', 'ph…', 'https', '//t.co/j3wp6kbx5k']","['iphone', 'xs', 'max', 'camera', 'test', 'lighting', 'bar', 'terrible', 'iphone', 'great', 'job', 'capturing', 'ph…', '//t.co/j3wp6kbx5k']",iphone xs max camera test lighting bar terrible iphone great job capturing ph… //t.co/j3wp6kbx5k,0
5461,your app is not opening in iPhone XS Max. Is there a known problem??,1043295681006526464,your app is not opening in iPhone XS Max. Is there a known problem??,"['your', 'app', 'is', 'not', 'opening', 'in', 'iPhone', 'XS', 'Max', '.', 'Is', 'there', 'a', 'known', 'problem', '?', '?']","['your', 'app', 'is', 'not', 'opening', 'in', 'iphone', 'xs', 'max', '.', 'is', 'there', 'a', 'known', 'problem', '?', '?']","['your', 'app', 'is', 'not', 'opening', 'in', 'iphone', 'xs', 'max', 'is', 'there', 'a', 'known', 'problem']","['app', 'opening', 'iphone', 'xs', 'max', 'known', 'problem']",app opening iphone xs max known problem,0
2634,Hey Babe!!😍😍 https://t.co/rZplG3sp5t,1043599968911659009,Hey Babe!!😍😍 https://t.co/rZplG3sp5t,"['Hey', 'Babe', '!', '!', '😍😍', 'https', ':', '//t.co/rZplG3sp5t']","['hey', 'babe', '!', '!', '😍😍', 'https', ':', '//t.co/rzplg3sp5t']","['hey', 'babe', '😍😍', 'https', '//t.co/rzplg3sp5t']","['babe', '😍😍', '//t.co/rzplg3sp5t']",babe 😍😍 //t.co/rzplg3sp5t,0
3906,"Who wants this beast? It’s only £1,099 for a base model 😬 https://t.co/wKUP8GJh4c",1043459181959946243,"Who wants this beast? it is only £1,099 for a base model 😬 https://t.co/wKUP8GJh4c","['Who', 'wants', 'this', 'beast', '?', 'it', 'is', 'only', '£1,099', 'for', 'a', 'base', 'model', '😬', 'https', ':', '//t.co/wKUP8GJh4c']","['who', 'wants', 'this', 'beast', '?', 'it', 'is', 'only', '£1,099', 'for', 'a', 'base', 'model', '😬', 'https', ':', '//t.co/wkup8gjh4c']","['who', 'wants', 'this', 'beast', 'it', 'is', 'only', '£1,099', 'for', 'a', 'base', 'model', '😬', 'https', '//t.co/wkup8gjh4c']","['wants', 'beast', '£1,099', 'base', 'model', '😬', '//t.co/wkup8gjh4c']","wants beast £1,099 base model 😬 //t.co/wkup8gjh4c",0
3373,"Download Paradise War iPhone, iPad Cheat For One Hit Kill, God Mode, No Skill CD and more. &gt;&gt;… https://t.co/TNTADYJJBa",1043524399952015360,"Download Paradise War iPhone, iPad Cheat For One Hit Kill, God Mode, No Skill CD and more. &gt;&gt;… https://t.co/TNTADYJJBa","['Download', 'Paradise', 'War', 'iPhone', ',', 'iPad', 'Cheat', 'For', 'One', 'Hit', 'Kill', ',', 'God', 'Mode', ',', 'No', 'Skill', 'CD', 'and', 'more', '.', '&', 'gt', ';', '&', 'gt', ';', '…', 'https', ':', '//t.co/TNTADYJJBa']","['download', 'paradise', 'war', 'iphone', ',', 'ipad', 'cheat', 'for', 'one', 'hit', 'kill', ',', 'god', 'mode', ',', 'no', 'skill', 'cd', 'and', 'more', '.', '&', 'gt', ';', '&', 'gt', ';', '…', 'https', ':', '//t.co/tntadyjjba']","['download', 'paradise', 'war', 'iphone', 'ipad', 'cheat', 'for', 'one', 'hit', 'kill', 'god', 'mode', 'no', 'skill', 'cd', 'and', 'more', 'gt', 'gt', '…', 'https', '//t.co/tntadyjjba']","['download', 'paradise', 'war', 'iphone', 'ipad', 'cheat', 'one', 'hit', 'kill', 'god', 'mode', 'skill', 'cd', 'gt', 'gt', '…', '//t.co/tntadyjjba']",download paradise war iphone ipad cheat one hit kill god mode skill cd gt gt … //t.co/tntadyjjba,0
10413,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043024225760501760,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
6373,Recieved today. love the XS Max 😍 only downside is the messenger app doesn’t seem to be working....,1043240365015408640,Recieved today. love the XS Max 😍 only downside is the messenger app does not seem to be working....,"['Recieved', 'today', '.', 'love', 'the', 'XS', 'Max', '😍', 'only', 'downside', 'is', 'the', 'messenger', 'app', 'does', 'not', 'seem', 'to', 'be', 'working', '....']","['recieved', 'today', '.', 'love', 'the', 'xs', 'max', '😍', 'only', 'downside', 'is', 'the', 'messenger', 'app', 'does', 'not', 'seem', 'to', 'be', 'working', '....']","['recieved', 'today', 'love', 'the', 'xs', 'max', '😍', 'only', 'downside', 'is', 'the', 'messenger', 'app', 'does', 'not', 'seem', 'to', 'be', 'working', '....']","['recieved', 'today', 'love', 'xs', 'max', '😍', 'downside', 'messenger', 'app', 'seem', 'working', '....']",recieved today love xs max 😍 downside messenger app seem working ....,0
9991,RT Pre-orders for begins on and will come soon on soon. https://t.c…,1043061772800933889,RT Pre-orders for begins on and will come soon on soon. https://t.c…,"['RT', 'Pre-orders', 'for', 'begins', 'on', 'and', 'will', 'come', 'soon', 'on', 'soon', '.', 'https', ':', '//t.c…']","['rt', 'pre-orders', 'for', 'begins', 'on', 'and', 'will', 'come', 'soon', 'on', 'soon', '.', 'https', ':', '//t.c…']","['rt', 'pre-orders', 'for', 'begins', 'on', 'and', 'will', 'come', 'soon', 'on', 'soon', 'https', '//t.c…']","['rt', 'pre-orders', 'begins', 'come', 'soon', 'soon', '//t.c…']",rt pre-orders begins come soon soon //t.c…,0
515,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043928132594683904,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
1743,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,1043734961868566533,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,"['RT', 'New', 'Video', '-', 'iPhone', 'XS', 'Max', '-', 'GOLD', '-', 'Unboxing', '+', 'Giveaway', '!', 'https', ':', '//t.co/t8UZXfjHiG', 'via']","['rt', 'new', 'video', '-', 'iphone', 'xs', 'max', '-', 'gold', '-', 'unboxing', '+', 'giveaway', '!', 'https', ':', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', 'https', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', '//t.co/t8uzxfjhig', 'via']",rt new video iphone xs max gold unboxing giveaway //t.co/t8uzxfjhig via,0
10059,"Quite disappointed, but can't deny it's a good looking phone... https://t.co/M1I58vq3sw",1043054841243820032,"Quite disappointed, but cannot deny it is a good looking phone... https://t.co/M1I58vq3sw","['Quite', 'disappointed', ',', 'but', 'can', 'not', 'deny', 'it', 'is', 'a', 'good', 'looking', 'phone', '...', 'https', ':', '//t.co/M1I58vq3sw']","['quite', 'disappointed', ',', 'but', 'can', 'not', 'deny', 'it', 'is', 'a', 'good', 'looking', 'phone', '...', 'https', ':', '//t.co/m1i58vq3sw']","['quite', 'disappointed', 'but', 'can', 'not', 'deny', 'it', 'is', 'a', 'good', 'looking', 'phone', '...', 'https', '//t.co/m1i58vq3sw']","['quite', 'disappointed', 'deny', 'good', 'looking', 'phone', '...', '//t.co/m1i58vq3sw']",quite disappointed deny good looking phone ... //t.co/m1i58vq3sw,0
5996,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043259905245769728,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
8459,"RT Iphone launch Ready, come check us out!! We have phones!!",1043144950823747584,"RT Iphone launch Ready, come check us out!! We have phones!!","['RT', 'Iphone', 'launch', 'Ready', ',', 'come', 'check', 'us', 'out', '!', '!', 'We', 'have', 'phones', '!', '!']","['rt', 'iphone', 'launch', 'ready', ',', 'come', 'check', 'us', 'out', '!', '!', 'we', 'have', 'phones', '!', '!']","['rt', 'iphone', 'launch', 'ready', 'come', 'check', 'us', 'out', 'we', 'have', 'phones']","['rt', 'iphone', 'launch', 'ready', 'come', 'check', 'us', 'phones']",rt iphone launch ready come check us phones,0
9565,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043097337084747776,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
5100,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,1043319306900013062,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,"['RT', 'New', 'Video', '-', 'iPhone', 'XS', 'Max', '-', 'GOLD', '-', 'Unboxing', '+', 'Giveaway', '!', 'https', ':', '//t.co/t8UZXfjHiG', 'via']","['rt', 'new', 'video', '-', 'iphone', 'xs', 'max', '-', 'gold', '-', 'unboxing', '+', 'giveaway', '!', 'https', ':', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', 'https', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', '//t.co/t8uzxfjhig', 'via']",rt new video iphone xs max gold unboxing giveaway //t.co/t8uzxfjhig via,0
9194,"Sometimes, just sometimes, ADE's are very easily pleased https://t.co/HnmfqkLT9g",1043123619856035841,"Sometimes, just sometimes, ADE's are very easily pleased https://t.co/HnmfqkLT9g","['Sometimes', ',', 'just', 'sometimes', ',', 'ADE', ""'s"", 'are', 'very', 'easily', 'pleased', 'https', ':', '//t.co/HnmfqkLT9g']","['sometimes', ',', 'just', 'sometimes', ',', 'ade', ""'s"", 'are', 'very', 'easily', 'pleased', 'https', ':', '//t.co/hnmfqklt9g']","['sometimes', 'just', 'sometimes', 'ade', ""'s"", 'are', 'very', 'easily', 'pleased', 'https', '//t.co/hnmfqklt9g']","['sometimes', 'sometimes', 'ade', ""'s"", 'easily', 'pleased', '//t.co/hnmfqklt9g']",sometimes sometimes ade 's easily pleased //t.co/hnmfqklt9g,0
6079,Costly mistakes were made. https://t.co/L4tQqn3iQJ,1043255357534085120,Costly mistakes were made. https://t.co/L4tQqn3iQJ,"['Costly', 'mistakes', 'were', 'made', '.', 'https', ':', '//t.co/L4tQqn3iQJ']","['costly', 'mistakes', 'were', 'made', '.', 'https', ':', '//t.co/l4tqqn3iqj']","['costly', 'mistakes', 'were', 'made', 'https', '//t.co/l4tqqn3iqj']","['costly', 'mistakes', 'made', '//t.co/l4tqqn3iqj']",costly mistakes made //t.co/l4tqqn3iqj,0
4031,RT How does the stand up to the Samsung https://t.co/DVKbrN9QjF https://t.co/h4VX8HmoXV,1043442573854101504,RT How does the stand up to the Samsung https://t.co/DVKbrN9QjF https://t.co/h4VX8HmoXV,"['RT', 'How', 'does', 'the', 'stand', 'up', 'to', 'the', 'Samsung', 'https', ':', '//t.co/DVKbrN9QjF', 'https', ':', '//t.co/h4VX8HmoXV']","['rt', 'how', 'does', 'the', 'stand', 'up', 'to', 'the', 'samsung', 'https', ':', '//t.co/dvkbrn9qjf', 'https', ':', '//t.co/h4vx8hmoxv']","['rt', 'how', 'does', 'the', 'stand', 'up', 'to', 'the', 'samsung', 'https', '//t.co/dvkbrn9qjf', 'https', '//t.co/h4vx8hmoxv']","['rt', 'stand', 'samsung', '//t.co/dvkbrn9qjf', '//t.co/h4vx8hmoxv']",rt stand samsung //t.co/dvkbrn9qjf //t.co/h4vx8hmoxv,0
8977,RT Thinking of upgrading to the new iPhone? Get cash for your old phone in-store!,1043134738389757953,RT Thinking of upgrading to the new iPhone? Get cash for your old phone in-store!,"['RT', 'Thinking', 'of', 'upgrading', 'to', 'the', 'new', 'iPhone', '?', 'Get', 'cash', 'for', 'your', 'old', 'phone', 'in-store', '!']","['rt', 'thinking', 'of', 'upgrading', 'to', 'the', 'new', 'iphone', '?', 'get', 'cash', 'for', 'your', 'old', 'phone', 'in-store', '!']","['rt', 'thinking', 'of', 'upgrading', 'to', 'the', 'new', 'iphone', 'get', 'cash', 'for', 'your', 'old', 'phone', 'in-store']","['rt', 'thinking', 'upgrading', 'new', 'iphone', 'get', 'cash', 'old', 'phone', 'in-store']",rt thinking upgrading new iphone get cash old phone in-store,0
4729,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043348111794397184,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
162,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043982121709314048,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
12434,It’s on its way!!! https://t.co/t7q10HZRHI,1042763798120210433,it is on its way!!! https://t.co/t7q10HZRHI,"['it', 'is', 'on', 'its', 'way', '!', '!', '!', 'https', ':', '//t.co/t7q10HZRHI']","['it', 'is', 'on', 'its', 'way', '!', '!', '!', 'https', ':', '//t.co/t7q10hzrhi']","['it', 'is', 'on', 'its', 'way', 'https', '//t.co/t7q10hzrhi']","['way', '//t.co/t7q10hzrhi']",way //t.co/t7q10hzrhi,0
13150,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042599013613154304,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
7786,in $BTC.X I was wondering when they would start showing symbols in terms of prices too,1043173055403646976,in $BTC.X I was wondering when they would start showing symbols in terms of prices too,"['in', '$', 'BTC.X', 'I', 'was', 'wondering', 'when', 'they', 'would', 'start', 'showing', 'symbols', 'in', 'terms', 'of', 'prices', 'too']","['in', '$', 'btc.x', 'i', 'was', 'wondering', 'when', 'they', 'would', 'start', 'showing', 'symbols', 'in', 'terms', 'of', 'prices', 'too']","['in', 'btc.x', 'i', 'was', 'wondering', 'when', 'they', 'would', 'start', 'showing', 'symbols', 'in', 'terms', 'of', 'prices', 'too']","['btc.x', 'wondering', 'would', 'start', 'showing', 'symbols', 'terms', 'prices']",btc.x wondering would start showing symbols terms prices,0
5687,"RT Hands on: is gorgeous, and a boon for photographers https://t.co/bC3lpKKX3r https://t.co/1tWh0PA7WZ",1043280185871626240,"RT Hands on: is gorgeous, and a boon for photographers https://t.co/bC3lpKKX3r https://t.co/1tWh0PA7WZ","['RT', 'Hands', 'on', ':', 'is', 'gorgeous', ',', 'and', 'a', 'boon', 'for', 'photographers', 'https', ':', '//t.co/bC3lpKKX3r', 'https', ':', '//t.co/1tWh0PA7WZ']","['rt', 'hands', 'on', ':', 'is', 'gorgeous', ',', 'and', 'a', 'boon', 'for', 'photographers', 'https', ':', '//t.co/bc3lpkkx3r', 'https', ':', '//t.co/1twh0pa7wz']","['rt', 'hands', 'on', 'is', 'gorgeous', 'and', 'a', 'boon', 'for', 'photographers', 'https', '//t.co/bc3lpkkx3r', 'https', '//t.co/1twh0pa7wz']","['rt', 'hands', 'gorgeous', 'boon', 'photographers', '//t.co/bc3lpkkx3r', '//t.co/1twh0pa7wz']",rt hands gorgeous boon photographers //t.co/bc3lpkkx3r //t.co/1twh0pa7wz,0
